Performance,Performance,Performance,Performance,Performance,Performance,,,,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches,-9999
323,Ola Kamara,no NOR,FW,D.C. United,32-260,1989,8.2,2,1,1,10,12,9,6,5,2,0,0,0,28,19,32,37.3,Matches,e134351a
324,Alec Kann,us USA,GK,FC Cincinnati,31-328,1990,7.0,2,0,0,0,0,0,0,0,0,0,0,1,34,0,0,,Matches,4a8af93c
325,Johan Kappelhof,nl NED,DF,Real Salt Lake,31-331,1990,1.0,0,0,0,1,1,0,0,2,4,0,0,0,6,3,1,75.0,Matches,465015a5
326,Wilfrid Kaptoum,cm CMR,MF,New England,25-360,1996,5.3,3,0,0,12,5,0,0,9,5,0,0,0,42,3,3,50.0,Matches,d717630e
327,Ercan Kara,at AUT,FW,Orlando City,26-180,1996,11.2,1,0,0,19,19,8,2,1,8,0,0,0,26,35,34,50.7,Matches,540c9a17
328,Mark-Anthony Kaye,ca CAN,MF,Colorado Rapids,27-212,1994,13.2,2,0,0,24,26,1,6,32,25,0,0,0,119,13,9,59.1,Matches,36a38acd
329,Kipp Keller,us USA,DF,Austin FC,21-353,2000,2.7,2,0,0,7,2,0,1,9,4,0,0,0,23,5,6,45.5,Matches,fe5fea9f
330,Jon Kempin,us USA,GK,D.C. United,29-085,1993,2.0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,,Matches,063adc5e
331,Deandre Kerr,ca CAN,MFFW,Toronto FC,19-225,2002,8.1,1,0,0,8,24,0,5,12,5,0,0,0,31,17,30,36.2,Matches,a3e85f7b
332,Henry Kessler,us USA,DF,New England,24-007,1998,6.0,3,0,0,4,9,0,1,15,4,0,0,0,82,28,10,73.7,Matches,23c75879
333,Benjamin Kikanovic,us USA,FWMF,San Jose,22-177,2000,4.3,1,0,0,7,13,3,8,2,1,0,0,0,32,8,12,40.0,Matches,fe11d61b
334,Patryk Klimala,pl POL,FW,NY Red Bulls,23-331,1998,11.0,4,0,0,27,20,9,12,0,8,1,0,0,36,22,66,25.0,Matches,0bf3c11c
335,Sacha Kljestan,us USA,MF,LA Galaxy,36-296,1985,2.7,0,0,0,4,3,0,4,2,5,0,0,0,23,13,3,81.3,Matches,73682895
336,Brad Knighton,us USA,GK,New England,37-146,1985,4.0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,,Matches,9903a3cb
337,Žan Kolmanič,si SVN,DF,Austin FC,22-121,2000,8.9,1,0,0,10,5,0,25,16,5,0,1,0,59,3,10,23.1,Matches,4501fd21
338,Ismaël Koné,ca CAN,MF,CF Montréal,20-026,2002,9.0,5,0,0,15,16,0,1,14,7,0,0,0,57,3,3,50.0,Matches,e0220b70
339,Damir Kreilach,hr CRO,MFFW,Real Salt Lake,33-077,1989,3.3,1,0,0,3,6,5,1,2,2,0,0,0,16,22,10,68.8,Matches,068be155
340,Theodore Ku-Dipietro,us USA,MFFW,D.C. United,20-155,2002,0.3,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,33.3,Matches,ef7c10e0
341,Yuya Kubo,jp JPN,MF,FC Cincinnati,28-190,1993,7.8,3,0,0,21,7,0,4,22,22,0,0,0,64,7,8,46.7,Matches,cba16a46
342,Jojea Kwizera,cg CGO,DFMF,CF Montréal,23-182,1999,0.2,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,,Matches,cc61360d
343,Lassi Lappalainen,fi FIN,DF,CF Montréal,23-312,1998,12.2,1,0,0,8,12,0,22,15,14,0,0,0,69,13,6,68.4,Matches,bcb2282d
344,Jesús David Murillo Largacha,co COL,DF,Los Angeles FC,28-134,1994,12.7,5,0,0,21,13,0,0,40,21,0,0,0,106,35,18,66.0,Matches,68d48a71
345,Ariel Lassiter,cr CRC,FWMF,Inter Miami,27-278,1994,11.3,2,0,0,8,18,4,35,15,1,0,0,0,48,0,8,0.0,Matches,bd7b916c
346,Vuk Latinovich,us USA,DF,NYCFC,24-291,1997,0.2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,100.0,Matches,5c0e047a
347,Kemar Lawrence,jm JAM,DF,Minnesota Utd,29-288,1992,12.0,1,0,0,4,11,0,30,26,7,0,0,0,94,27,12,69.2,Matches,80be3efe
348,Randall Leal,cr CRC,MFFW,Nashville,25-169,1997,9.9,2,0,0,23,25,2,23,9,11,0,0,0,87,9,11,45.0,Matches,874a5031
349,Kelvin Leerdam,sr SUR,DFMF,LA Galaxy,32-008,1990,4.3,1,0,0,7,3,0,1,8,7,0,0,0,31,7,6,53.8,Matches,d8b47705
350,Brooks Lennon,us USA,DFFW,Atlanta Utd,24-283,1997,13.0,1,0,0,8,7,7,67,17,10,1,0,0,92,16,19,45.7,Matches,ec80ba72
351,Jonathan Lewis,us USA,FW,Colorado Rapids,25-028,1997,12.1,2,0,0,13,28,8,13,8,7,1,0,0,49,2,13,13.3,Matches,2501eb59
352,Danny Leyva,us USA,MF,Seattle,19-058,2003,1.2,0,0,0,3,4,1,3,1,2,0,0,0,15,2,2,50.0,Matches,ecc3a9c9
353,Azaad Liadi,us USA,MF,D.C. United,24-049,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,ba702426
354,Nick Lima,us USA,DF,Austin FC,27-227,1994,11.9,1,0,0,13,7,0,21,28,8,0,1,0,86,11,13,45.8,Matches,959686eb
355,Jaylin Lindsey,us USA,DF,Charlotte FC,22-097,2000,13.7,2,0,0,11,6,1,26,35,14,0,0,0,102,13,10,56.5,Matches,83cb6e59
356,Sebastian Lletget,us USA,MFFW,New England,29-302,1992,11.7,1,0,0,15,8,3,16,7,16,0,0,0,62,12,14,46.2,Matches,73019c31
357,Robin Lod,fi FIN,FW,Minnesota Utd,29-076,1993,15.3,4,0,0,22,12,1,5,16,13,0,0,0,98,20,28,41.7,Matches,33c69aa0
358,Nicolás Lodeiro,uy URU,MF,Seattle,33-103,1989,8.8,1,0,0,10,24,1,21,11,4,0,0,0,68,11,8,57.9,Matches,fe81d0d1
359,Jasper Löeffelsend,us USA,MF,Real Salt Lake,24-266,1997,7.4,3,0,0,18,15,1,11,13,9,0,0,0,68,5,13,27.8,Matches,ce037639
360,Aaron Long,us USA,DF,NY Red Bulls,29-263,1992,13.8,3,0,0,14,10,2,1,28,17,0,0,0,171,53,29,64.6,Matches,46b89640
361,Marcos López,pe PER,DF,San Jose,22-224,1999,10.4,3,0,0,12,21,0,23,29,14,0,0,0,69,15,14,51.7,Matches,9b3ab988
362,Marvin Loría,cr CRC,FWMF,Portland Timbers,25-069,1997,4.8,0,0,0,3,12,0,13,10,3,1,0,0,31,3,16,15.8,Matches,71380d87
363,Daniel Lovitz,us USA,DF,Nashville,30-309,1991,14.0,4,0,0,13,7,2,29,25,7,0,0,0,102,19,7,73.1,Matches,db97d838
364,Damion Lowe,jm JAM,DF,Inter Miami,29-058,1993,13.7,6,1,1,22,11,1,0,50,23,0,2,0,103,25,12,67.6,Matches,b6e2e54c
365,Everton Luiz,br BRA,MF,Real Salt Lake,34-039,1988,4.8,3,0,0,9,5,0,1,10,2,0,0,0,34,1,3,25.0,Matches,3799e138
366,Diego Luna,us USA,MF,Real Salt Lake,18-298,2003,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,e67f8af0
367,Adam Lundqvist,se SWE,DF,Houston Dynamo,28-104,1994,15.4,2,1,0,17,11,0,26,35,24,0,0,0,92,14,16,46.7,Matches,91769a24
368,Luquinhas,br BRA,MFFW,NY Red Bulls,25-277,1996,9.9,1,0,0,9,29,1,9,13,7,1,0,0,71,3,13,18.8,Matches,85937928
369,Jack Lynn,us USA,MF,Orlando City,22-171,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches,c81d718e
370,Larrys Mabiala,cd COD,DF,Portland Timbers,34-267,1987,7.3,5,0,0,12,5,0,0,14,4,0,0,0,68,18,6,75.0,Matches,5bdec47f
371,Aimé Mabika,zm ZAM,DF,Inter Miami,23-320,1998,4.4,1,0,0,4,3,0,1,5,5,0,0,0,19,10,4,71.4,Matches,3a37d349
372,Maciel,br BRA,MF,New England,22-165,2000,2.6,0,0,0,5,1,0,1,4,3,0,0,0,32,5,4,55.6,Matches,a39d51e0
373,Zac MacMath,us USA,GK,Real Salt Lake,30-329,1991,17.0,1,0,0,0,3,0,0,1,0,0,0,0,102,0,0,,Matches,06caac45
374,Lukas MacNaughton,us USA,DF,Toronto FC,27-116,1995,8.3,2,0,0,5,2,0,0,16,8,0,0,0,75,17,17,50.0,Matches,b6111d16
375,Talles Magno,br BRA,FW,NYCFC,20-006,2002,13.9,1,0,0,18,41,2,16,15,13,0,0,0,94,10,27,27.0,Matches,64c98878
376,Jack Maher,us USA,DF,Nashville,22-247,1999,13.0,1,0,0,10,3,0,1,20,5,0,1,0,103,31,13,70.5,Matches,0c6f2fa6
377,Christian Makoun,ve VEN,DF,Charlotte FC,22-119,2000,8.9,1,0,0,9,3,0,0,13,5,0,1,0,80,10,9,52.6,Matches,7efffe65
378,Machop Malual,ss SSD,DF,Atlanta Utd,23-230,1998,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,1701b012
379,J.T. Marcinkowski,us USA,GK,San Jose,25-054,1997,16.0,0,0,0,0,1,0,0,0,0,0,0,0,85,0,0,,Matches,977791f4
380,Paul Marie,fr FRA,DF,San Jose,27-100,1995,12.9,4,0,0,19,17,0,14,35,16,1,0,0,101,7,10,41.2,Matches,da0bb55a
381,Anthony Markanich,us USA,DF,Colorado Rapids,22-188,1999,1.6,0,0,0,2,2,0,5,0,3,0,0,0,14,4,3,57.1,Matches,565fde4a
382,Nick Markanich,us USA,FWMF,FC Cincinnati,22-188,1999,1.2,0,0,0,0,5,0,0,4,6,0,0,0,12,7,7,50.0,Matches,65988c73
383,George Marks,us USA,GK,Charlotte FC,22-234,1999,1.0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,,Matches,e75f9dba
384,Jahkeele Marshall-Rutty,ca CAN,DF,Toronto FC,18-016,2004,3.0,0,0,0,1,7,0,3,10,6,0,0,0,28,5,3,62.5,Matches,b9459f85
385,Nick Marsman,nl NED,GK,Inter Miami,31-274,1990,5.0,2,0,0,1,1,0,0,0,0,0,1,0,20,0,0,,Matches,f352799f
386,Josef Martínez,ve VEN,FW,Atlanta Utd,29-044,1993,7.3,0,0,0,2,10,6,0,2,1,0,0,0,19,6,15,28.6,Matches,e73f0aa1
387,Luís Martins,pt POR,DF,Vancouver,30-022,1992,1.4,0,0,0,1,1,0,1,0,1,1,0,0,3,3,0,100.0,Matches,56b7c09b
388,Thiago Martins,br BRA,DF,NYCFC,27-107,1995,10.9,3,0,0,9,1,0,0,19,5,0,0,1,121,28,10,73.7,Matches,4d6ec370
389,Alexandru Mățan,ro ROU,FWMF,Columbus Crew,22-307,1999,0.4,0,0,0,1,1,0,1,1,0,0,0,0,2,0,0,,Matches,3bd3bcc4
390,Rónald Matarrita,cr CRC,DF,FC Cincinnati,27-358,1994,1.9,1,0,0,2,0,0,4,4,1,0,1,0,11,0,1,0.0,Matches,491862dd
391,Jimmy Maurer,us USA,GK,FC Dallas,33-261,1988,2.0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,,Matches,ca1c6f3d
392,José Mauri,it ITA,MF,Sporting KC,26-047,1996,0.3,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,,Matches,644faf10
393,Chris Mavinga,cd COD,DF,Toronto FC,31-037,1991,4.8,0,0,0,3,7,0,1,12,12,0,0,0,56,16,6,72.7,Matches,fda36cfb
394,Max,br BRA,FWMF,Colorado Rapids,21-051,2001,3.5,2,0,0,10,5,0,4,5,1,0,0,0,20,2,8,20.0,Matches,67c3efa4
395,Olivier Mbaizo,cm CMR,DF,Philadelphia,24-321,1997,2.4,0,0,0,1,2,0,14,9,2,0,0,0,14,3,2,60.0,Matches,f6315619
396,John McCarthy,us USA,GK,Los Angeles FC,29-363,1992,1.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,Matches,249362e9
397,Dax McCarty,us USA,MF,Nashville,35-063,1987,8.5,1,1,0,8,17,0,3,15,12,0,0,0,101,11,10,52.4,Matches,b74e58c0
398,Aiden McFadden,us USA,DF,Atlanta Utd,23-277,1998,1.9,0,0,0,2,2,0,4,2,1,0,0,0,15,2,6,25.0,Matches,eed1b8f6
399,Jack McGlynn,us USA,MF,Philadelphia,18-360,2003,1.6,2,0,0,3,2,0,3,3,4,0,0,0,28,3,3,50.0,Matches,e2b8c25c
400,Zac McGraw,us USA,DF,Portland Timbers,25-024,1997,5.6,0,0,0,3,3,0,1,19,11,0,0,0,53,21,6,77.8,Matches,83129dc7
401,Thomas McNamara,us USA,MF,New England,31-146,1991,13.4,5,0,0,23,11,0,4,15,20,0,0,0,91,9,12,42.9,Matches,ab36595d
402,Quinn McNeill,us USA,MF,Charlotte FC,23-306,1998,0.3,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,,Matches,2a9b1a97
403,Christopher McVey,se SWE,DF,Inter Miami,25-081,1997,16.0,2,0,0,28,6,1,12,32,25,0,0,0,113,18,14,56.3,Matches,149d8165
404,Ryan Meara,us USA,GK,NY Red Bulls,31-229,1990,1.0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,,Matches,18f0723b
405,Jimmy Medranda,co COL,DFMF,Seattle,28-145,1994,3.0,0,0,0,4,0,1,8,9,7,0,0,0,32,2,4,33.3,Matches,6f7ac622
406,Haris Medunjanin,ba BIH,MF,FC Cincinnati,37-116,1985,4.3,1,0,0,8,2,0,6,5,5,0,0,0,46,4,2,66.7,Matches,de5d5d41
407,Tim Melia,us USA,GK,Sporting KC,36-048,1986,18.0,1,0,0,0,2,0,0,0,0,0,0,0,77,0,0,,Matches,cc741f50
408,Jhegson Méndez,ec ECU,MF,Orlando City,25-067,1997,4.1,2,0,0,7,4,0,1,9,13,0,0,0,34,3,4,42.9,Matches,db0c5324
409,Jonathan Mensah,gh GHA,DF,Columbus Crew,31-354,1990,15.0,3,0,0,12,3,0,2,43,4,0,0,0,169,42,34,55.3,Matches,8087e6cb
410,Justin Meram,iq IRQ,MFFW,Real Salt Lake,33-210,1988,14.3,1,0,0,14,25,3,39,15,9,1,0,0,79,14,19,42.4,Matches,ae34c71d
411,Romain Métanire,mg MAD,DF,Minnesota Utd,32-096,1990,0.3,0,0,0,0,0,0,1,1,0,0,0,0,3,1,0,100.0,Matches,0fb21da9
412,Nicolás Mezquida,uy URU,MFFW,Colorado Rapids,30-162,1992,1.2,0,0,0,3,4,0,2,5,6,0,0,0,17,4,1,80.0,Matches,00b629e1
413,Benji Michel,us USA,FW,Orlando City,24-252,1997,7.2,1,0,0,5,9,0,5,4,8,0,0,0,34,13,11,54.2,Matches,151ca25f
414,Djordje Mihailovic,us USA,MFFW,CF Montréal,23-234,1998,11.9,3,0,0,16,24,1,16,14,12,0,0,0,52,3,15,16.7,Matches,83cf9719
415,Matko Miljevic,us USA,MFFW,CF Montréal,21-054,2001,4.1,2,0,0,3,25,0,7,7,6,0,0,0,32,1,3,25.0,Matches,74b76abc
416,Eric Miller,us USA,DF,Nashville,29-168,1993,8.8,2,0,0,12,5,0,9,15,4,0,0,0,66,10,10,50.0,Matches,c0593f5d
417,Kamal Miller,ca CAN,DF,CF Montréal,25-047,1997,13.7,2,0,0,9,12,0,7,25,7,0,1,0,131,30,19,61.2,Matches,0646bd8a
418,Tyler Miller,us USA,GK,Minnesota Utd,29-112,1993,2.0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,,Matches,7827a6b3
419,Kevin Molino,tt TRI,FW,Columbus Crew,32-015,1990,0.2,0,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0.0,Matches,371645ca
420,Jamiro Monteiro,cv CPV,MF,San Jose,28-221,1993,13.7,0,1,0,20,35,0,13,10,22,0,0,0,83,1,6,14.3,Matches,d384bddd
421,Fredy Montero,co COL,FWMF,Seattle,34-341,1987,7.3,0,0,0,10,20,2,9,7,9,2,0,0,25,7,16,30.4,Matches,bc5b5be5
422,Kim Moonhwan,kr KOR,DF,Los Angeles FC,26-335,1995,0.9,1,0,0,0,0,0,1,4,1,0,0,0,8,0,1,0.0,Matches,6bce7dd8
423,Drew Moor,us USA,DF,Colorado Rapids,38-168,1984,1.8,0,0,0,2,1,0,0,1,0,0,0,0,10,5,1,83.3,Matches,220cf869
424,Felipe Mora,cl CHI,FW,Portland Timbers,28-334,1993,0.4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0.0,Matches,f4b0ea46
425,Joseph Mora,cr CRC,DF,Charlotte FC,29-168,1993,12.6,1,0,0,9,7,1,16,26,28,0,0,0,102,14,21,40.0,Matches,2af71023
426,Alfredo Morales,us USA,MFDF,NYCFC,32-051,1990,13.0,4,1,1,19,17,1,4,28,22,0,0,0,142,30,23,56.6,Matches,ff45add5
427,Maximiliano Moralez,ar ARG,MF,NYCFC,35-125,1987,10.9,2,0,0,15,29,4,34,15,12,0,0,0,91,4,10,28.6,Matches,f99f37fc
428,Steven Moreira,fr FRA,DF,Columbus Crew,27-323,1994,14.2,3,0,0,18,6,0,36,34,7,0,0,0,116,11,17,39.3,Matches,f10983ae
429,Junior Moreno,ve VEN,MF,FC Cincinnati,28-347,1993,13.4,3,0,0,20,15,1,3,32,28,0,0,0,140,5,8,38.5,Matches,5dcb4ac4
430,Marcelino Moreno,ar ARG,MFFW,Atlanta Utd,28-007,1994,12.3,3,0,0,7,55,2,28,14,7,0,0,0,79,1,17,5.6,Matches,058c938c
431,Santiago Moreno,co COL,FWMF,Portland Timbers,22-072,2000,12.2,1,0,0,25,20,1,13,21,14,1,0,0,95,9,22,29.0,Matches,3261d0e4
432,Lewis Morgan,sct SCO,FWDF,NY Red Bulls,25-275,1996,16.0,1,0,0,18,17,2,67,23,27,0,0,0,123,13,23,36.1,Matches,b675e328
433,Aidan Morris,us USA,MF,Columbus Crew,20-228,2001,7.3,2,0,0,21,13,0,2,13,25,0,0,0,54,8,12,40.0,Matches,3778339c
434,Jordan Morris,us USA,FW,Seattle,27-249,1994,10.8,2,0,0,6,5,6,17,13,5,0,0,0,48,20,19,51.3,Matches,bd298d0d
435,Jean Mota,br BRA,MF,Inter Miami,28-260,1993,13.1,5,1,1,17,26,0,21,27,20,0,0,0,125,9,16,36.0,Matches,1ee0513b
436,João Moutinho,pt POR,DF,Orlando City,24-171,1998,16.0,3,0,0,22,6,0,44,33,28,0,0,0,129,17,13,56.7,Matches,a0aee24e
437,Chris Mueller,us USA,FWMF,Chicago Fire,25-307,1996,6.9,1,0,0,6,19,6,15,4,5,0,0,0,41,13,13,50.0,Matches,a5334099
438,Hany Mukhtar,de GER,FWMF,Nashville,27-103,1995,16.0,2,0,0,13,38,11,28,7,4,1,0,0,72,9,32,22.0,Matches,87fe8526
439,Jake Mulraney,ie IRL,FWDF,Atlanta Utd,26-088,1996,2.0,0,0,0,2,6,0,9,1,1,0,0,0,8,0,0,,Matches,0f04858e
440,Jake Mulraney,ie IRL,FW,Orlando City,26-088,1996,3.5,1,0,0,3,14,4,5,1,3,0,0,0,19,6,3,66.7,Matches,0f04858e
441,Eddie Munjoma,us USA,FWMF,FC Dallas,23-349,1998,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.0,Matches,0e1f6ffa
442,Ian Murphy,us USA,DF,FC Cincinnati,22-167,2000,8.7,0,0,0,4,2,1,1,17,1,0,0,0,79,14,14,50.0,Matches,c6d233e3
443,Daniel Musovski,us USA,FWMF,Los Angeles FC,26-214,1995,4.5,2,0,0,14,10,1,1,3,4,0,0,0,26,13,14,48.1,Matches,925a2703
444,Alex Muyl,us USA,DF,Nashville,26-275,1995,13.1,5,0,0,18,20,6,33,15,25,0,0,0,94,20,20,50.0,Matches,2c1025bf
445,Darlington Nagbe,us USA,MF,Columbus Crew,31-348,1990,15.8,1,0,0,14,32,0,1,24,16,0,0,0,142,13,12,52.0,Matches,6219c704
446,Andy Najar,hn HON,DF,D.C. United,29-108,1993,6.6,5,0,0,7,10,0,8,30,10,0,0,0,85,12,17,41.4,Matches,f8280175
447,Federico Navarro,ar ARG,MF,Chicago Fire,22-115,2000,12.3,5,1,1,22,10,0,4,24,34,0,1,0,159,12,3,80.0,Matches,61c628be
448,Miguel Navarro,ve VEN,DF,Chicago Fire,23-126,1999,12.0,6,0,0,21,23,0,24,43,14,0,2,0,108,15,5,75.0,Matches,3fbff39a
449,Logan Ndenbe,be BEL,DF,Sporting KC,22-143,2000,14.1,2,0,0,20,22,1,36,23,9,0,0,0,129,9,15,37.5,Matches,f625e8a5
450,Dylan Nealis,us USA,DF,NY Red Bulls,23-337,1998,10.5,7,1,1,26,12,2,17,35,27,0,0,0,105,37,19,66.1,Matches,24f4dd87
451,Sean Nealis,us USA,DF,NY Red Bulls,25-170,1997,18.0,4,0,0,27,12,0,2,43,19,0,0,0,227,84,46,64.6,Matches,8c1b17b3
452,Jayden Nelson,ca CAN,MFFW,Toronto FC,19-279,2002,11.0,4,0,0,18,13,0,13,20,12,0,0,0,76,10,19,34.5,Matches,92305a81
453,John Nelson,us USA,DF,FC Cincinnati,23-356,1998,8.0,1,0,0,1,1,0,10,22,5,0,0,0,54,8,13,38.1,Matches,df8c4d49
454,Michael Nelson,us USA,GK,Houston Dynamo,27-142,1995,1.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,,Matches,f4a12161
455,Jake Nerwinski,us USA,DF,Vancouver,27-258,1994,10.5,2,1,1,8,8,0,4,17,7,0,0,0,79,15,8,65.2,Matches,2b5801d0
456,Serge Ngoma,us USA,MFFW,NY Red Bulls,16-358,2005,0.5,0,0,0,4,1,1,1,2,2,0,0,0,4,0,2,0.0,Matches,de7a0fe6
457,Jarosław Niezgoda,pl POL,FW,Portland Timbers,27-109,1995,11.6,0,0,0,4,6,3,5,5,4,0,0,0,48,10,35,22.2,Matches,60c659b6
458,Chinonso Nnamdi Offor,ng NGA,FW,Chicago Fire,22-036,2000,2.9,1,0,0,10,2,2,1,0,2,0,0,0,16,11,9,55.0,Matches,dc590664
459,Tsiki Ntsabeleng,za RSA,MF,FC Dallas,24-143,1998,4.9,2,0,0,13,11,0,2,9,10,0,0,0,48,4,5,44.4,Matches,bcbc53d5
460,Obinna Nwobodo,ng NGA,MF,FC Cincinnati,25-215,1996,7.9,5,0,0,24,5,0,0,22,21,0,0,0,110,17,6,73.9,Matches,897c8066
461,Moses Nyeman,us USA,MF,D.C. United,18-239,2003,1.6,0,1,0,0,6,0,0,2,1,0,0,0,20,2,2,50.0,Matches,09d33255
462,Shane O'Neill,us USA,DF,Toronto FC,28-303,1993,12.0,3,0,0,15,12,0,2,39,10,0,0,0,119,29,14,67.4,Matches,a62a56b4
463,Jáder Obrian,co COL,FW,FC Dallas,27-045,1995,8.8,3,0,0,17,11,7,13,8,6,0,0,0,50,5,22,18.5,Matches,1471b2a8
464,Chris Odoi-Atsem,us USA,DF,D.C. United,27-035,1995,0.9,0,0,0,2,0,0,0,1,1,0,0,0,9,2,1,66.7,Matches,375ec69e
465,Noble Okello,ca CAN,MF,Toronto FC,21-347,2000,1.8,0,0,0,0,3,0,0,5,3,0,0,0,18,7,3,70.0,Matches,6bc16162
466,Wyatt Omsberg,us USA,DF,Chicago Fire,26-284,1995,14.0,2,0,0,14,10,0,1,39,8,0,0,0,123,39,20,66.1,Matches,cd44ba68
467,Kwadwo Opoku,gh GHA,FWMF,Los Angeles FC,20-354,2001,10.8,0,0,0,10,16,6,13,7,16,0,0,0,55,6,27,18.2,Matches,226a288e
468,Arquimides Ordonez,gt GUA,FWMF,FC Cincinnati,18-331,2003,0.5,0,0,0,3,0,0,1,0,2,0,0,0,6,1,3,25.0,Matches,8941d9b2
469,Jaziel Orozco,us USA,DF,Real Salt Lake,18-030,2004,3.5,0,0,0,6,3,0,1,4,2,0,1,0,28,4,6,40.0,Matches,46af4656
470,Christian Ortiz,ar ARG,MFFW,Charlotte FC,29-316,1992,7.1,4,0,0,20,13,2,11,6,5,0,0,0,42,7,13,35.0,Matches,bd8ddbd6
471,Jonathan Osorio,ca CAN,MF,Toronto FC,30-020,1992,9.5,4,0,0,13,16,0,5,9,19,0,0,0,92,3,15,16.7,Matches,70106ff6
472,Leonard Owusu,gh GHA,MF,Vancouver,25-029,1997,5.0,0,0,0,6,9,0,0,6,6,0,0,0,36,1,5,16.7,Matches,a06c6c8a
473,Maarten Paes,nl NED,GK,FC Dallas,24-049,1998,15.0,1,0,0,0,1,0,0,0,0,0,0,0,61,0,0,,Matches,eb343262
474,Diego Palacios,ec ECU,DF,Los Angeles FC,22-355,1999,13.7,4,0,0,27,24,0,45,35,21,0,0,1,153,11,17,39.3,Matches,6ec37f2e
475,Elliot Panicco,us USA,GK,Nashville,25-226,1996,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches,e93972ac
476,Cristhian Paredes,py PAR,MF,Portland Timbers,24-045,1998,13.8,5,0,0,21,20,0,4,23,19,1,0,0,147,17,17,50.0,Matches,0d8a2551
477,Tim Parker,us USA,DF,Houston Dynamo,29-129,1993,11.8,2,0,0,9,2,0,0,13,5,0,0,0,72,16,7,69.6,Matches,4988a44d
478,Keaton Parks,us USA,MF,NYCFC,24-330,1997,10.1,2,0,0,17,12,0,6,14,13,1,0,0,97,14,17,45.2,Matches,77986763
479,Tyler Pasher,ca CAN,FW,Houston Dynamo,28-066,1994,6.2,0,0,0,3,6,1,14,3,2,0,0,0,32,2,7,22.2,Matches,3a7bec1b
480,Alexandre Pato,br BRA,FW,Orlando City,32-303,1989,8.7,0,0,0,9,17,1,12,7,4,0,0,0,34,9,15,37.5,Matches,7dd83c7d
481,João Paulo Mior,br BRA,MF,Seattle,31-116,1991,5.0,1,0,0,5,10,0,7,9,11,0,0,0,56,4,2,66.7,Matches,b96aa1d6
482,Jason Pendant,fr FRA,DF,NY Red Bulls,25-143,1997,0.9,0,0,0,2,0,0,0,0,3,0,0,0,8,0,2,0.0,Matches,22fe9049
483,Andrés Perea,us USA,MF,Orlando City,21-230,2000,5.5,1,0,0,11,11,0,1,9,6,0,1,0,45,20,15,57.1,Matches,7e1dbecf
484,Daniel Pereira,ve VEN,MF,Austin FC,21-353,2000,12.3,6,2,1,29,28,0,5,20,14,1,0,0,106,3,4,42.9,Matches,b8862e65
485,Gabriel Pereira,br BRA,FW,NYCFC,20-335,2001,3.9,0,0,0,4,4,0,8,4,3,0,0,0,23,1,4,20.0,Matches,60c4ac82
486,Mauricio Pereyra,uy URU,MF,Orlando City,32-109,1990,14.7,2,0,0,23,39,0,32,17,13,0,0,0,101,5,15,25.0,Matches,f45eb18d
487,Adrien Perez,us USA,MF,D.C. United,26-262,1995,1.5,1,0,0,1,3,1,1,5,0,0,0,0,16,1,6,14.3,Matches,298a167b
488,Jonathan Perez,mx MEX,DF,LA Galaxy,19-165,2003,0.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,Matches,41e57408
489,Jordan Perruzza,ca CAN,FWMF,Toronto FC,21-167,2001,2.6,0,0,0,5,6,1,1,0,1,0,0,0,9,2,9,18.2,Matches,edc8791f
490,Luca Petrasso,ca CAN,DFFW,Toronto FC,22-016,2000,14.8,0,0,0,13,12,2,36,29,14,0,0,0,113,16,21,43.2,Matches,fafeaf3d
491,Đorđe Petrović,rs SRB,GK,New England,22-267,1999,4.0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,,Matches,0cf321c8
