SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,,-additional
Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches,-9999
583,Bobby Shuttleworth,us USA,GK,Atlanta Utd,35-049,1987,6.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4598ac94
584,Marcelo Silva,uy URU,DF,Real Salt Lake,33-102,1989,15.8,4,0.25,1,1,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches,b9596515
585,Jack Skahan,us USA,MFDF,San Jose,24-144,1998,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9c07bdc7
586,Drew Skundrich,us USA,MF,D.C. United,26-287,1995,4.9,8,1.63,7,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches,51f50135
587,Gabriel Slonina,us USA,GK,Chicago Fire,18-047,2004,17.0,1,0.06,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c55a846e
588,Brad Smith,au AUS,DF,D.C. United,28-083,1994,12.1,23,1.90,16,3,1,1,1,1,2,0.17,1,1,0,0,0,0,Matches,c76c717c
589,Kimarni Smith,eng ENG,DF,D.C. United,24-109,1998,0.4,2,4.74,1,1,0,0,0,0,1,2.37,1,0,0,0,0,0,Matches,bbbb244b
590,Kyle Smith,us USA,DF,Orlando City,30-173,1992,6.2,9,1.44,8,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9e6b2ec3
591,Jan Sobociński,pl POL,DF,Charlotte FC,23-103,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5358009d
592,Santiago Sosa,ar ARG,MF,Atlanta Utd,23-059,1999,3.6,12,3.32,12,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f080dd22
593,Ryan Spaulding,us USA,DF,New England,23-294,1998,2.1,2,0.95,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9fda5cd3
594,Steven Sserwadda,ug UGA,MF,NY Red Bulls,19-307,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,bddc8df4
595,Dayne St. Clair,ca CAN,GK,Minnesota Utd,25-053,1997,15.0,1,0.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,3f41d25f
596,Mason Stajduhar,us USA,GK,Orlando City,24-211,1997,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f01df62c
597,Daniel Steres,us USA,DF,Houston Dynamo,31-232,1990,6.5,2,0.31,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,17c03c76
598,Jared Stroud,us USA,MF,Austin FC,25-356,1996,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5d018899
599,Brad Stuver,us USA,GK,Austin FC,31-076,1991,14.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,6a1940d5
600,Quinn Sullivan,us USA,MFFW,Philadelphia,18-096,2004,1.8,1,0.57,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,92f62cfe
601,Ben Sweat,us USA,DF,Sporting KC,30-300,1991,6.4,5,0.78,5,0,0,0,0,0,1,0.16,1,0,0,0,0,0,Matches,6937b1ac
602,Karol Świderski,pl POL,FW,Charlotte FC,25-159,1997,13.1,25,1.90,14,0,4,5,2,0,2,0.15,2,0,0,0,0,0,Matches,41723204
603,Ismael Tajouri-Shradi,ly LBY,FWMF,Los Angeles FC,28-095,1994,1.8,8,4.50,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,ef4249ff
604,Andrew Tarbell,us USA,GK,Austin FC,28-267,1993,2.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c5487a34
605,D.J. Taylor,us USA,DF,Minnesota Utd,24-309,1997,8.6,17,1.99,15,0,1,1,0,0,3,0.35,3,0,0,0,0,0,Matches,ed4dc7f4
606,Robert Taylor,fi FIN,MFFW,Inter Miami,27-253,1994,11.2,26,2.33,18,2,4,0,1,1,2,0.18,1,0,0,0,1,0,Matches,1fc0973f
607,Russell Teibert,ca CAN,MF,Vancouver,29-191,1992,11.4,16,1.40,15,1,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches,674befe9
608,Carlos Terán,co COL,DF,Chicago Fire,21-280,2000,5.0,4,0.80,1,0,1,1,0,1,0,0.00,0,0,0,0,0,0,Matches,324509e2
609,Dylan Teves,us USA,FW,Seattle,22-048,2000,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f68ed3ba
610,Thiago,br BRA,FW,NYCFC,21-243,2000,7.4,22,2.97,15,0,4,2,0,1,4,0.54,1,0,1,1,0,1,Matches,6adb0b79
611,Kosi Thompson,ca CAN,DFMF,Toronto FC,19-155,2003,11.4,18,1.59,16,0,1,0,1,0,3,0.26,3,0,0,0,0,0,Matches,517bef8b
612,Tommy Thompson,us USA,DF,San Jose,26-320,1995,3.7,10,2.67,8,0,0,1,1,0,3,0.80,2,0,0,0,1,0,Matches,5f6c69d8
613,Anton Tinnerholm,se SWE,DF,NYCFC,31-125,1991,0.5,2,4.00,1,1,0,0,0,0,1,2.00,1,0,0,0,0,0,Matches,0fe96099
614,John Tolkin,us USA,DF,NY Red Bulls,19-335,2002,15.7,24,1.53,15,4,1,2,2,0,2,0.13,0,1,0,0,1,0,Matches,5e88c524
615,Nouhou Tolo,cm CMR,DF,Seattle,25-008,1997,12.4,10,0.81,6,0,0,0,3,1,2,0.16,1,0,0,0,1,0,Matches,0796512f
616,Facundo Torres,uy URU,FW,Orlando City,22-079,2000,14.1,42,2.98,31,6,2,1,2,0,5,0.36,3,1,0,1,0,0,Matches,4de3b2c0
617,Jairo Torres,mx MEX,FWMF,Chicago Fire,21-361,2000,1.8,4,2.18,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,7ed56490
618,Joaquín Torres,ar ARG,MFFW,CF Montréal,25-154,1997,9.2,26,2.82,17,6,2,0,1,0,4,0.43,4,0,0,0,0,0,Matches,c82dcb70
619,Dantouma Toure,gn GUI,FW,Colorado Rapids,18-019,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b5d2014f
620,Mason Toye,us USA,FWMF,CF Montréal,23-258,1998,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,0aa41f67
621,Wil Trapp,us USA,MF,Minnesota Utd,29-167,1993,13.0,9,0.69,8,0,0,0,0,1,2,0.15,2,0,0,0,0,0,Matches,9bf9391c
622,Daniel Trejo,us USA,FW,Los Angeles FC,24-063,1998,0.2,1,5.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,1312c534
623,Auston Trusty,us USA,DF,Colorado Rapids,23-323,1998,15.0,11,0.73,9,1,0,1,0,0,1,0.07,1,0,0,0,0,0,Matches,cddf767b
624,Niko Tsakiris,us USA,MF,San Jose,17-012,2005,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,cb501677
625,Bill Tuiloma,nz NZL,DF,Portland Timbers,27-096,1995,14.2,7,0.49,6,0,0,1,0,0,1,0.07,1,0,0,0,0,0,Matches,bf547c54
626,Matt Turner,us USA,GK,New England,28-007,1994,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,4a51ba65
627,Ema Twumasi,gh GHA,DF,FC Dallas,25-044,1997,10.7,15,1.40,14,1,0,0,0,0,3,0.28,3,0,0,0,0,0,Matches,9ca4b140
628,Marinos Tzionis,cy CYP,FWMF,Sporting KC,20-350,2001,5.3,13,2.47,6,1,2,0,4,0,0,0.00,0,0,0,0,0,0,Matches,b004076a
629,Mikael Uhre,dk DEN,FW,Philadelphia,27-274,1994,6.3,12,1.90,7,0,3,0,2,0,2,0.32,1,0,1,0,0,0,Matches,be84c466
630,Þorleifur Úlfarsson,is ISL,FWMF,Houston Dynamo,21-186,2000,6.3,14,2.23,9,0,1,1,3,0,2,0.32,1,0,0,1,0,0,Matches,7e1046fa
631,Victor Ulloa,us USA,MFDF,Inter Miami,30-119,1992,2.2,7,3.20,6,0,0,0,1,0,1,0.46,1,0,0,0,0,0,Matches,e7056f05
632,Maximiliano Urruti,ar ARG,FW,Austin FC,31-129,1991,12.9,22,1.70,13,0,2,4,2,1,1,0.08,1,0,0,0,0,0,Matches,6c8fb474
633,Júnior Urso,br BRA,MFFW,Orlando City,33-113,1989,13.9,26,1.87,18,1,1,3,2,1,5,0.36,3,0,0,1,0,1,Matches,b40424f1
634,Jhojan Valencia,co COL,MF,Austin FC,25-339,1996,3.0,6,1.99,4,0,0,1,0,1,1,0.33,0,0,0,1,0,0,Matches,3fbe573e
635,Zarek Valentin,pr PUR,DF,Houston Dynamo,30-329,1991,1.4,1,0.69,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,f0d23e7b
636,Gustavo Vallecilla,ec ECU,DF,Colorado Rapids,23-034,1999,1.4,2,1.46,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,2ce88662
637,José Van Rankin,mx MEX,DF,Portland Timbers,29-048,1993,13.8,17,1.24,13,1,0,1,2,0,2,0.15,0,0,0,0,2,0,Matches,09ce2ebe
638,Kerwin Vargas,co COL,MFFW,Charlotte FC,20-180,2002,0.7,4,5.81,1,0,1,1,1,0,0,0.00,0,0,0,0,0,0,Matches,758de7b4
639,Obed Vargas,us USA,MF,Seattle,16-330,2005,9.5,14,1.48,8,1,2,0,2,1,0,0.00,0,0,0,0,0,0,Matches,9cc1fde4
640,Indiana Vassilev,us USA,FWMF,Inter Miami,21-135,2001,3.8,9,2.39,6,0,2,0,1,0,0,0.00,0,0,0,0,0,0,Matches,04e195ee
641,Brandon Vazquez,us USA,FW,FC Cincinnati,23-260,1998,14.8,33,2.23,25,0,3,2,3,0,5,0.34,4,0,0,1,0,0,Matches,c570cf22
642,Víctor Vázquez,es ESP,MFFW,LA Galaxy,35-162,1987,5.9,32,5.41,22,7,2,1,0,0,1,0.17,1,0,0,0,0,0,Matches,6c564d36
643,Carlos Vela,mx MEX,FWMF,Los Angeles FC,33-122,1989,13.8,75,5.42,42,21,2,3,6,1,11,0.80,7,1,0,2,1,0,Matches,e0cd04e0
644,Alan Velasco,ar ARG,FW,FC Dallas,19-339,2002,9.6,33,3.43,21,6,2,0,4,0,5,0.52,5,0,0,0,0,0,Matches,16349210
645,Matías Vera,ar ARG,MF,Houston Dynamo,26-248,1995,12.6,14,1.11,14,0,0,0,0,0,2,0.16,2,0,0,0,0,0,Matches,fe529f25
646,Ranko Veselinović,rs SRB,DF,Vancouver,23-099,1999,15.9,7,0.44,3,1,0,1,2,0,1,0.06,0,0,0,0,1,0,Matches,366609b6
647,Pedro Vite,ec ECU,MF,Vancouver,20-114,2002,3.5,12,3.47,11,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches,9c146b36
648,Robert Voloder,ba BIH,DF,Sporting KC,21-053,2001,5.4,2,0.37,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,33d9d789
649,Nikola Vujnović,me MNE,FW,Sporting KC,25-171,1997,3.7,9,2.43,7,0,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches,128d62ba
650,Kai Wagner,de GER,DF,Philadelphia,25-136,1997,17.0,53,3.12,23,26,1,1,2,0,5,0.29,5,0,0,0,0,0,Matches,fdc715d9
651,Anton Walkes,eng ENG,DF,Charlotte FC,25-143,1997,4.6,1,0.22,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,8a062bba
652,Rémi Walter,fr FRA,MF,Sporting KC,27-066,1995,17.2,33,1.91,25,5,1,0,1,1,1,0.06,1,0,0,0,0,0,Matches,0984c5d5
653,Victor Wanyama,ke KEN,MF,CF Montréal,31-006,1991,15.4,24,1.56,19,0,2,2,1,0,4,0.26,3,0,0,0,1,0,Matches,e0900238
654,Collen Warner,us USA,MF,Colorado Rapids,34-007,1988,2.6,3,1.14,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,75babbce
655,Taylor Washington,us USA,DFMF,Nashville,28-319,1993,4.5,8,1.80,8,0,0,0,0,0,1,0.22,1,0,0,0,0,0,Matches,480d3bcc
656,Joel Waterman,ca CAN,DF,CF Montréal,26-158,1996,14.8,7,0.47,5,0,0,2,0,0,1,0.07,1,0,0,0,0,0,Matches,47ddcc22
657,Quentin Westberg,us USA,GK,Toronto FC,36-067,1986,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,5480ae05
658,Brian White,us USA,FW,Vancouver,26-148,1996,7.9,9,1.14,9,0,0,0,0,0,1,0.13,1,0,0,0,0,0,Matches,54c948de
659,Caleb Wiley,us USA,DFFW,Atlanta Utd,17-191,2004,5.2,17,3.29,14,0,1,2,0,0,1,0.19,0,0,0,1,0,0,Matches,64796fe0
660,Derrick Williams,ie IRL,DF,LA Galaxy,29-165,1993,11.1,8,0.72,7,0,0,0,1,0,1,0.09,1,0,0,0,0,0,Matches,c0a28fbd
661,Josh Williams,us USA,DF,Columbus Crew,34-074,1988,6.6,3,0.46,3,0,0,0,0,0,1,0.15,1,0,0,0,0,0,Matches,06098bfc
662,Thomas Williams,us USA,DF,Orlando City,17-320,2004,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,d46d1cdd
663,Eryk Williamson,us USA,MFFW,Portland Timbers,25-020,1997,5.6,18,3.21,11,4,1,1,1,0,6,1.07,4,2,0,0,0,0,Matches,e0364352
664,Joe Willis,us USA,GK,Nashville,33-325,1988,16.0,1,0.06,1,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches,467f09c8
665,Danny Wilson,sct SCO,DF,Colorado Rapids,30-186,1991,10.5,7,0.67,5,0,0,2,0,0,2,0.19,1,0,0,1,0,0,Matches,9cfe9254
666,Owen Wolff,us USA,FWMF,Austin FC,17-183,2004,5.4,15,2.78,13,0,1,0,0,1,2,0.37,1,0,1,0,0,0,Matches,9edc70d6
667,Tyler Wolff,us USA,FWMF,Atlanta Utd,19-138,2003,2.8,7,2.49,5,1,0,0,1,0,1,0.36,1,0,0,0,0,0,Matches,0985c282
668,Bobby Wood,us USA,FW,Real Salt Lake,29-228,1992,10.9,15,1.37,9,0,2,2,2,0,4,0.37,2,0,0,2,0,0,Matches,9853983f
669,Darren Yapi,us USA,FW,Colorado Rapids,17-224,2004,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,63abd734
670,William Yarbrough,us USA,GK,Colorado Rapids,33-103,1989,15.5,2,0.13,2,0,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches,ec646e88
671,Dru Yearwood,eng ENG,MF,NY Red Bulls,22-134,2000,10.8,30,2.79,25,0,1,1,2,1,1,0.09,1,0,0,0,0,0,Matches,2eb09121
672,Steffen Yeattes,ca CAN,MF,Toronto FC,22-178,2000,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,bf89f7a7
673,Yaw Yeboah,gh GHA,FW,Columbus Crew,25-095,1997,8.1,25,3.09,17,0,3,1,3,1,1,0.12,1,0,0,0,0,0,Matches,36292031
674,DeAndre Yedlin,us USA,DF,Inter Miami,28-357,1993,15.3,26,1.70,20,4,1,0,1,0,4,0.26,3,0,0,0,1,0,Matches,ae0a7ddf
675,Griffin Yow,us USA,MFFW,D.C. United,19-279,2002,3.0,6,1.99,4,0,1,0,1,0,1,0.33,1,0,0,0,0,0,Matches,ddd5cf39
676,Jackson Yueill,us USA,MFDF,San Jose,25-104,1997,13.7,22,1.60,19,1,0,0,0,2,0,0.00,0,0,0,0,0,0,Matches,7dce16bf
677,Gyasi Zardes,us USA,FW,Colorado Rapids,30-302,1991,6.4,17,2.65,15,0,0,0,2,0,1,0.16,1,0,0,0,0,0,Matches,09ae7f92
678,Gyasi Zardes,us USA,FW,Columbus Crew,30-302,1991,2.3,6,2.62,5,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,09ae7f92
679,Eriq Zavaleta,sv SLV,DF,LA Galaxy,29-333,1992,0.7,1,1.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,edbfbb3f
680,Sean Zawadzki,us USA,MF,Columbus Crew,22-071,2000,1.7,1,0.58,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,380ee265
681,Zeca,br BRA,DF,Houston Dynamo,28-046,1994,8.6,15,1.75,13,2,0,0,0,0,1,0.12,1,0,0,0,0,0,Matches,c816eea6
682,Gedion Zelalem,us USA,MF,NYCFC,25-156,1997,0.9,1,1.06,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,b15ac68f
683,Lucas Zelarayán,am ARM,MFFW,Columbus Crew,30-011,1992,10.3,63,6.13,38,13,7,1,3,1,5,0.49,4,0,1,0,0,0,Matches,3ce30893
684,Walker Zimmerman,us USA,DF,Nashville,29-043,1993,13.5,12,0.89,9,0,0,3,0,0,3,0.22,1,0,0,2,0,0,Matches,220fa883
685,Rida Zouhir,ca CAN,MF,CF Montréal,18-220,2003,1.3,4,3.16,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,e1e65f24
686,Ethan Zubak,us USA,FW,Nashville,24-077,1998,1.2,4,3.30,3,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9f39b6cf
687,Dario Župarić,ba BIH,DF,Portland Timbers,30-059,1992,10.4,4,0.38,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,c6f99e42
688,Graham Zusi,us USA,DF,Sporting KC,35-317,1986,12.0,12,1.00,9,2,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,9ba42447
689,Róbert Þorkelsson,is ISL,DFMF,CF Montréal,20-089,2002,0.8,1,1.22,0,1,0,0,0,0,1,1.22,0,1,0,0,0,0,Matches,0eb8ad80
